test,cost,costNorm,pred,testSeq,trainSeq
fetch,0.6395989070091611,0.0015910420572367192,fetch,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.0987587  -5.6433024  -5.688221  ... -18.583494  -19.957241
  -19.734293 ]
 [ -6.4123063  -6.83777    -7.9247556 ... -17.889292  -20.127968
  -19.950184 ]
 [ -7.5088387  -7.4091744  -7.419939  ... -18.693611  -20.423632
  -20.995428 ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.7919965  -6.36176    -6.518274  ... -18.469292  -20.347904
  -20.354473 ]
 [ -8.574375   -6.7807546  -6.0648637 ... -18.012129  -20.23648
  -19.959608 ]
 [ -9.249342   -7.9685025  -7.2248535 ... -17.94113   -18.413324
  -18.217737 ]]"
fetch,0.7554460561165051,0.001879219045065933,fetch,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.154684   -6.706561   -7.713513  ... -18.84291   -20.237888
  -19.90701  ]
 [ -6.3811455  -5.63435    -6.819816  ... -18.425894  -19.64386
  -19.535522 ]
 [ -6.2914376  -6.3650503  -6.3308215 ... -15.607775  -15.685968
  -15.808227 ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.4405212  -5.737115   -5.3041654 ... -18.275934  -20.431717
  -20.36033  ]
 [ -8.110381   -5.974769   -5.419855  ... -18.085402  -20.144003
  -20.033272 ]
 [ -7.4394417  -6.748174   -7.757829  ... -17.840023  -18.448816
  -18.82278  ]]"
fetch,0.657320623519732,0.0016351259291535621,fetch,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.65908    -6.262737   -6.8599744 ... -18.425303  -20.209822
  -20.016315 ]
 [ -7.2571726  -5.6506324  -7.117061  ... -18.422384  -19.924397
  -19.801678 ]
 [ -6.7758827  -6.764403   -8.827795  ... -16.62005   -16.775743
  -16.71164  ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -7.9142146  -7.338594   -7.967813  ... -18.513563  -20.187414
  -19.878513 ]
 [ -7.2904296  -7.1957283  -8.663086  ... -18.93474   -20.096298
  -19.860523 ]
 [ -9.518088   -9.542202   -8.563713  ... -16.575346  -16.732592
  -16.67583  ]]"
fetch,0.7467188995257906,0.001857509700312912,fetch,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -5.7844     -6.240393   -7.2258162 ... -18.503742  -20.744736
  -20.106552 ]
 [ -4.971605   -5.5664587  -6.430129  ... -18.296022  -19.563198
  -19.57144  ]
 [ -5.8323526  -6.4117665  -7.208604  ... -15.650958  -15.773717
  -15.77704  ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -7.9142146  -7.338594   -7.967813  ... -18.513563  -20.187414
  -19.878513 ]
 [ -7.2904296  -7.1957283  -8.663086  ... -18.93474   -20.096298
  -19.860523 ]
 [ -9.518088   -9.542202   -8.563713  ... -16.575346  -16.732592
  -16.67583  ]]"
fetch,0.5924218475990726,0.0014736861880573944,fetch,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.513405   -5.1765456  -6.614264  ... -19.00797   -20.586111
  -19.998508 ]
 [ -6.505328   -4.7346363  -5.8442936 ... -18.465105  -19.78974
  -19.591244 ]
 [ -6.430073   -5.1783056  -5.856307  ... -15.996184  -16.11377
  -16.249403 ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -7.9142146  -7.338594   -7.967813  ... -18.513563  -20.187414
  -19.878513 ]
 [ -7.2904296  -7.1957283  -8.663086  ... -18.93474   -20.096298
  -19.860523 ]
 [ -9.518088   -9.542202   -8.563713  ... -16.575346  -16.732592
  -16.67583  ]]"
fetch,0.6092500419684013,0.0015155473680806002,fetch,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -9.578002   -7.869967   -7.364399  ... -18.864801  -20.112337
  -19.81106  ]
 [ -8.391441   -9.055279   -8.608952  ... -18.316189  -20.10402
  -19.68941  ]
 [ -8.136478   -7.9777813  -8.372655  ... -17.583586  -17.879452
  -18.18438  ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -7.9142146  -7.338594   -7.967813  ... -18.513563  -20.187414
  -19.878513 ]
 [ -7.2904296  -7.1957283  -8.663086  ... -18.93474   -20.096298
  -19.860523 ]
 [ -9.518088   -9.542202   -8.563713  ... -16.575346  -16.732592
  -16.67583  ]]"
fetch,0.5289237387477745,0.0013157306934024242,fetch,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -8.460216   -8.247394   -8.989267  ... -18.520924  -20.092165
  -20.058533 ]
 [ -6.7162886  -7.9227824  -9.621277  ... -17.83102   -20.108477
  -19.985832 ]
 [ -7.4945345  -7.9711356  -9.472414  ... -18.59635   -19.544523
  -19.938978 ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -8.067228   -7.7949705  -7.3964915 ... -17.505697  -20.581318
  -20.087969 ]
 [ -7.3763523  -7.2409697  -7.0359826 ... -17.681602  -20.225363
  -20.131445 ]
 [ -9.354659   -9.007141   -9.094961  ... -17.783203  -19.70448
  -19.861109 ]]"
fetch,0.7157784480890115,0.0017805434032064963,fetch,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -5.3154116  -5.571794   -6.708135  ... -17.879568  -20.463528
  -19.916878 ]
 [ -6.231669   -5.560114   -6.5222883 ... -17.793608  -19.01986
  -19.021574 ]
 [ -5.655438   -5.2182913  -6.125979  ... -14.667922  -14.746324
  -14.831716 ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -8.106941   -7.2707043  -7.9804697 ... -18.364895  -20.366482
  -20.29968  ]
 [ -8.278816   -7.434401   -7.9573016 ... -18.046295  -20.094364
  -20.097284 ]
 [ -7.5553517  -6.7871757  -7.125001  ... -17.685368  -18.4199
  -18.404215 ]]"
fetch,0.664669870249985,0.0016534076374377738,fetch,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.0502977  -5.71321    -7.9106092 ... -18.28449   -20.301876
  -20.076536 ]
 [ -6.62646    -6.6629086  -7.423577  ... -18.186817  -20.205494
  -20.097738 ]
 [ -6.264703   -6.0978456  -7.284799  ... -18.265312  -18.515867
  -18.865553 ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -8.106941   -7.2707043  -7.9804697 ... -18.364895  -20.366482
  -20.29968  ]
 [ -8.278816   -7.434401   -7.9573016 ... -18.046295  -20.094364
  -20.097284 ]
 [ -7.5553517  -6.7871757  -7.125001  ... -17.685368  -18.4199
  -18.404215 ]]"
fetch,0.638881056763381,0.001589256360107913,fetch,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.9280424  -6.9965324  -7.4767056 ... -18.151289  -20.215857
  -20.056686 ]
 [ -7.7936177  -6.5004525  -6.9789433 ... -18.471552  -19.995663
  -19.76676  ]
 [ -8.99012    -7.346809   -7.494952  ... -18.805859  -20.496727
  -21.00153  ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -8.106941   -7.2707043  -7.9804697 ... -18.364895  -20.366482
  -20.29968  ]
 [ -8.278816   -7.434401   -7.9573016 ... -18.046295  -20.094364
  -20.097284 ]
 [ -7.5553517  -6.7871757  -7.125001  ... -17.685368  -18.4199
  -18.404215 ]]"
lay,0.5742052453532892,0.0014283712570977343,lay,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.0443854  -6.896146   -7.582253  ... -18.3123    -20.181677
  -20.104416 ]
 [ -5.9305005  -6.1822696  -6.360924  ... -18.064003  -19.635979
  -19.509724 ]
 [ -6.747796   -5.8376384  -6.698498  ... -15.727181  -15.949651
  -15.945873 ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.693003   -7.4085255  -6.9724455 ... -17.528969  -20.232288
  -20.004692 ]
 [ -5.7240276  -5.9852767  -6.486183  ... -17.42762   -20.025883
  -19.802727 ]
 [ -6.5916176  -7.081021   -8.994633  ... -17.379728  -20.108635
  -21.299835 ]]"
lay,0.7162063746666143,0.0017816078971806327,lay,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -5.947627   -5.631871   -6.9796643 ... -18.258942  -20.380178
  -19.989561 ]
 [ -5.2725406  -4.779668   -6.0508995 ... -17.897459  -19.549322
  -19.612177 ]
 [ -6.033076   -5.664854   -5.699797  ... -15.782139  -16.021267
  -16.193325 ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -3.8374207  -3.5201924  -6.4417596 ... -17.967968  -20.432714
  -20.447802 ]
 [ -3.93906    -3.4132116  -5.794615  ... -17.775097  -18.70645
  -18.732792 ]
 [ -4.3023396  -4.183463   -5.80277   ... -14.250714  -14.300476
  -14.3255   ]]"
lay,0.6726055673204855,0.001673148177414143,lay,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -5.924543   -5.4345903  -5.782061  ... -18.524574  -20.481382
  -20.06345  ]
 [ -5.6582847  -4.8816767  -5.834315  ... -18.283863  -19.809313
  -19.791866 ]
 [ -6.776991   -5.6023498  -5.788599  ... -15.874341  -16.207062
  -16.198517 ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -6.3780265  -5.3505116  -6.7917633 ... -17.561924  -20.484291
  -20.167921 ]
 [ -6.360399   -5.8616514  -6.2125387 ... -18.251211  -19.878744
  -19.642796 ]
 [ -6.321604   -6.199992   -6.617506  ... -16.241745  -16.311073
  -16.263542 ]]"
lay,1.0482023834717547,0.0026074686156013797,lay,"[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -5.014494   -3.5598688  -4.3483553 ... -17.88012   -20.26506
  -20.119514 ]
 [ -4.9702296  -4.458012   -4.224112  ... -16.866035  -17.21974
  -17.243975 ]
 [ -4.965578   -3.942961   -5.009206  ... -12.509342  -12.5983925
  -12.628945 ]]","[[-21.738783  -20.03908   -20.4265    ... -21.246378  -21.209509
  -21.355253 ]
 [-20.551283  -20.130878  -20.26234   ... -20.0954    -19.831238
  -20.266014 ]
 [-21.085075  -20.652208  -19.800814  ... -20.042603  -20.128065
  -20.407272 ]
 ...
 [ -5.972911   -6.3597894  -6.7888308 ... -17.548248  -20.292137
  -20.151838 ]
 [ -5.419323   -4.760596   -6.447387  ... -18.173834  -19.462475
  -19.475704 ]
 [ -6.3327026  -6.5997744  -6.730766  ... -15.812692  -15.879683
  -16.015285 ]]"
